Taxon,Prevalence,Ref,Reference
s__Actinopolyspora erythraea,0.226256983,Ours,ExoTIC TCGA CRC (this study)
s__Actinosynnema mirum,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Actinosynnema pretiosum,0.720670391,Ours,ExoTIC TCGA CRC (this study)
s__Actinotignum schaalii,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Adlercreutzia equolifaciens,0.25698324,Ours,ExoTIC TCGA CRC (this study)
s__Adoxophyes honmai entomopoxvirus,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Advenella kashmirensis,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Advenella mimigardefordensis,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Aeribacillus pallidus,0.067039106,Ours,ExoTIC TCGA CRC (this study)
s__Aerococcaceae bacterium ZY16052,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Aerococcus christensenii,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Aerococcus sanguinicola,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Aerococcus urinae,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Aerococcus urinaeequi,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Aerococcus urinaehominis,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Aerococcus viridans,0.05027933,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas caviae,0.139664804,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas dhakensis,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas encheleia,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas hydrophila,0.229050279,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas media,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas rivipollensis,0.365921788,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas salmonicida,0.145251397,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas schubertii,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas sp. ASNIH1,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas sp. ASNIH2,0.05027933,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas sp. ASNIH3,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas sp. ASNIH4,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas sp. ASNIH5,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas sp. ASNIH7,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas sp. CA23,0.262569832,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas sp. CU5,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas veronii,0.424581006,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas virus 56,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Aeromonas virus 65,0,Ours,ExoTIC TCGA CRC (this study)
s__Aeropyrum camini,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Aeropyrum pernix,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Afipia sp. GAS231,0.086592179,Ours,ExoTIC TCGA CRC (this study)
s__African swine fever virus,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Agarilytica rhodophyticola,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Agarivorans gilvus,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Aggregatibacter actinomycetemcomitans,0.078212291,Ours,ExoTIC TCGA CRC (this study)
s__Aggregatibacter aphrophilus,0.06424581,Ours,ExoTIC TCGA CRC (this study)
s__Aggregatibacter segnis,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Agrobacterium fabrum,0.175977654,Ours,ExoTIC TCGA CRC (this study)
s__Agrobacterium larrymoorei,0.620111732,Ours,ExoTIC TCGA CRC (this study)
s__Agrobacterium rhizogenes,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Agrobacterium sp. H13-3,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Agrobacterium sp. MA01,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Agrobacterium sp. RAC06,0.058659218,Ours,ExoTIC TCGA CRC (this study)
s__Agrobacterium sp. T29,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Agrobacterium tumefaciens,0.988826816,Ours,ExoTIC TCGA CRC (this study)
s__Agrobacterium virus Atuph07,0,Ours,ExoTIC TCGA CRC (this study)
s__Agrobacterium vitis,0.972067039,Ours,ExoTIC TCGA CRC (this study)
s__Agrococcus carbonis,0.061452514,Ours,ExoTIC TCGA CRC (this study)
s__Agrococcus jejuensis,0.086592179,Ours,ExoTIC TCGA CRC (this study)
s__Agrococcus sp. SGAir0287,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Agromyces aureus,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Agromyces flavus,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Agromyces sp. HY052,0.474860335,Ours,ExoTIC TCGA CRC (this study)
s__Agromyces sp. KACC 19306,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Agromyces sp. LHK192,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Agromyces sp. MF30-A,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Agrotis ipsilon multiple nucleopolyhedrovirus,0,Ours,ExoTIC TCGA CRC (this study)
s__Agrotis segetum granulovirus,0,Ours,ExoTIC TCGA CRC (this study)
s__Agrotis segetum nucleopolyhedrovirus B,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Ahniella affigens,0.075418994,Ours,ExoTIC TCGA CRC (this study)
s__Akkermansia glycaniphila,0.262569832,Ours,ExoTIC TCGA CRC (this study)
s__Akkermansia muciniphila,0.148044693,Ours,ExoTIC TCGA CRC (this study)
s__Alcaligenaceae bacterium SJ-26,0.103351955,Ours,ExoTIC TCGA CRC (this study)
s__Alcaligenes aquatilis,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Alcaligenes faecalis,0.726256983,Ours,ExoTIC TCGA CRC (this study)
s__Algibacter alginicilyticus,0.396648045,Ours,ExoTIC TCGA CRC (this study)
s__Algoriphagus machipongonensis,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Algoriphagus sanaruensis,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Alicycliphilus denitrificans,0.310055866,Ours,ExoTIC TCGA CRC (this study)
s__Alicyclobacillus acidocaldarius,0.075418994,Ours,ExoTIC TCGA CRC (this study)
s__Alistipes finegoldii,0.245810056,Ours,ExoTIC TCGA CRC (this study)
s__Alistipes megaguti,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Alistipes shahii,0.103351955,Ours,ExoTIC TCGA CRC (this study)
s__Alistipes sp. 3BBH6,0.055865922,Ours,ExoTIC TCGA CRC (this study)
s__Alistipes sp. 5CBH24,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Alistipes sp. 5CPEGH6,0.296089385,Ours,ExoTIC TCGA CRC (this study)
s__Alistipes sp. 6CPBBH3,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Alistipes sp. dk3624,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Alkalilimnicola ehrlichii,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Alloactinosynnema sp. L-07,0.67877095,Ours,ExoTIC TCGA CRC (this study)
s__Allochromatium vinosum,0.081005587,Ours,ExoTIC TCGA CRC (this study)
s__Allofrancisella guangzhouensis,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Allokutzneria albata,0.12849162,Ours,ExoTIC TCGA CRC (this study)
s__Alloprevotella sp. E39,0.111731844,Ours,ExoTIC TCGA CRC (this study)
s__Allopseudarcicella aquatilis,0.075418994,Ours,ExoTIC TCGA CRC (this study)
s__alpha proteobacterium HIMB5,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__alpha proteobacterium HIMB59,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Alphapapillomavirus 7,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Altererythrobacter atlanticus,0.111731844,Ours,ExoTIC TCGA CRC (this study)
s__Altererythrobacter dongtanensis,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Altererythrobacter epoxidivorans,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Altererythrobacter ishigakiensis,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Altererythrobacter mangrovi,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Altererythrobacter marensis,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Altererythrobacter namhicola,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Altererythrobacter sp. B11,0.067039106,Ours,ExoTIC TCGA CRC (this study)
s__Altererythrobacter sp. NS1,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Altererythrobacter sp. TH136,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Altererythrobacter sp. ZODW24,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Aminipila sp. JN-18,0.069832402,Ours,ExoTIC TCGA CRC (this study)
s__Aminobacter aminovorans,0.055865922,Ours,ExoTIC TCGA CRC (this study)
s__Aminobacter sp. MSH1,0.06424581,Ours,ExoTIC TCGA CRC (this study)
s__Aminobacterium colombiense,0.055865922,Ours,ExoTIC TCGA CRC (this study)
s__Aminomonas paucivorans,0.067039106,Ours,ExoTIC TCGA CRC (this study)
s__Ammonifex degensii,0.081005587,Ours,ExoTIC TCGA CRC (this study)
s__Amphibacillus xylanus,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Amsacta moorei entomopoxvirus,0,Ours,ExoTIC TCGA CRC (this study)
s__Amycolatopsis japonica,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Amycolatopsis keratiniphila,0.05027933,Ours,ExoTIC TCGA CRC (this study)
s__Amycolatopsis mediterranei,0.097765363,Ours,ExoTIC TCGA CRC (this study)
s__Amycolatopsis methanolica,0.072625698,Ours,ExoTIC TCGA CRC (this study)
s__Amycolatopsis orientalis,0.148044693,Ours,ExoTIC TCGA CRC (this study)
s__Amycolatopsis sp. AA4,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Amycolatopsis sp. BJA-103,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Amycolatopsis sp. YIM 10,0.067039106,Ours,ExoTIC TCGA CRC (this study)
s__Anabaenopsis circularis,0.078212291,Ours,ExoTIC TCGA CRC (this study)
s__anaerobic archaeon MK-D1,0.251396648,Ours,ExoTIC TCGA CRC (this study)
s__Anaerobutyricum hallii,0.237430168,Ours,ExoTIC TCGA CRC (this study)
s__Anaerococcus mediterraneensis,0.173184358,Ours,ExoTIC TCGA CRC (this study)
s__Anaerococcus prevotii,0.432960894,Ours,ExoTIC TCGA CRC (this study)
s__Anaerolinea thermophila,0.047486034,Ours,ExoTIC TCGA CRC (this study)
s__Anaerolineaceae bacterium oral taxon 439,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Anaerostipes hadrus,0.829608939,Ours,ExoTIC TCGA CRC (this study)
s__Anaerostipes rhamnosivorans,0.175977654,Ours,ExoTIC TCGA CRC (this study)
s__Anaerotignum propionicum,0.212290503,Ours,ExoTIC TCGA CRC (this study)
s__Ananas comosus,1,Ours,ExoTIC TCGA CRC (this study)
s__Anaplasma marginale,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Anaplasma ovis,0,Ours,ExoTIC TCGA CRC (this study)
s__Anaplasma phagocytophilum,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Ancylobacter sp. TS-1,0.089385475,Ours,ExoTIC TCGA CRC (this study)
s__Aneurinibacillus soli,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Aneurinibacillus sp. XH2,0.153631285,Ours,ExoTIC TCGA CRC (this study)
s__Anoxybacillus amylolyticus,0.106145251,Ours,ExoTIC TCGA CRC (this study)
s__Anoxybacillus flavithermus,0.184357542,Ours,ExoTIC TCGA CRC (this study)
s__Anoxybacillus gonensis,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Anoxybacillus kamchatkensis,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Anoxybacter fermentans,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Anseongella ginsenosidimutans,0.083798883,Ours,ExoTIC TCGA CRC (this study)
s__Antarcticibacterium flavum,0.944134078,Ours,ExoTIC TCGA CRC (this study)
s__Antarcticibacterium sp. PAMC 28998,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Antarctobacter heliothermus,0.432960894,Ours,ExoTIC TCGA CRC (this study)
s__Aphid lethal paralysis virus,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Aphis glycines virus 2,0.008379888,Ours,ExoTIC TCGA CRC (this study)
s__Apibacter sp. HY041,0.055865922,Ours,ExoTIC TCGA CRC (this study)
s__Aquaspirillum sp. LM1,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Aquicella lusitana,0.083798883,Ours,ExoTIC TCGA CRC (this study)
s__Aquicella siphonis,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Aquifex aeolicus,0.642458101,Ours,ExoTIC TCGA CRC (this study)
s__Aquiflexum balticum,0.726256983,Ours,ExoTIC TCGA CRC (this study)
s__Aquimarina sp. AD1,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Aquimarina sp. AD10,0.600558659,Ours,ExoTIC TCGA CRC (this study)
s__Aquisphaera giovannonii,0.162011173,Ours,ExoTIC TCGA CRC (this study)
s__Aquitalea magnusonii,0.337988827,Ours,ExoTIC TCGA CRC (this study)
s__Aquitalea sp. THG-DN7.12,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Arabia massiliensis,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Arabidopsis thaliana,1,Ours,ExoTIC TCGA CRC (this study)
s__Arachidicoccus ginsenosidivorans,0.06424581,Ours,ExoTIC TCGA CRC (this study)
s__Arachidicoccus sp. B3-10,0.226256983,Ours,ExoTIC TCGA CRC (this study)
s__Arachidicoccus sp. BS20,0.103351955,Ours,ExoTIC TCGA CRC (this study)
s__Arachidicoccus sp. KIS59-12,0.072625698,Ours,ExoTIC TCGA CRC (this study)
s__Arachis duranensis,1,Ours,ExoTIC TCGA CRC (this study)
s__Arachis hypogaea,1,Ours,ExoTIC TCGA CRC (this study)
s__Arachis ipaensis,0.997206704,Ours,ExoTIC TCGA CRC (this study)
s__Arcanobacterium haemolyticum,0.125698324,Ours,ExoTIC TCGA CRC (this study)
s__Arcanobacterium phocae,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Archaeoglobus fulgidus,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Archaeoglobus sulfaticallidus,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Archaeoglobus veneficus,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__archaeon enrichment culture clone 1(2010),0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Archangium gephyra,0.301675978,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter anaerophilus,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter bivalviorum,0.100558659,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter butzleri,0.270949721,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter canalis,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter cibarius,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter cryaerophilus,0.069832402,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter ellisii,0.067039106,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter halophilus,0.061452514,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter marinus,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter molluscorum,0.181564246,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter mytili,0.089385475,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter pacificus,0.058659218,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter peruensis,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter skirrowii,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter sp. L,0.108938547,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter sp. LPB0137,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter suis,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter thereius,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Arcobacter trophiarum,0.081005587,Ours,ExoTIC TCGA CRC (this study)
s__Arcticibacterium luteifluviistationis,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Arenibacter algicola,0.089385475,Ours,ExoTIC TCGA CRC (this study)
s__Arenimonas daejeonensis,0.055865922,Ours,ExoTIC TCGA CRC (this study)
s__Armatimonadetes bacterium Uphvl-Ar1,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Armatimonadetes bacterium Uphvl-Ar2,0.05027933,Ours,ExoTIC TCGA CRC (this study)
s__Aromatoleum aromaticum,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Arsenicicoccus sp. oral taxon 190,0.055865922,Ours,ExoTIC TCGA CRC (this study)
s__Arsenophonus endosymbiont of Aleurodicus dispersus,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Arsenophonus nasoniae,0.067039106,Ours,ExoTIC TCGA CRC (this study)
s__Artogeia rapae granulovirus,0,Ours,ExoTIC TCGA CRC (this study)
s__Asaia bogorensis,0.025139665,Ours,ExoTIC TCGA CRC (this study)
s__Asparagus officinalis,1,Ours,ExoTIC TCGA CRC (this study)
s__Aspergillus fumigatus,1,Ours,ExoTIC TCGA CRC (this study)
s__Aspergillus oryzae,0.944134078,Ours,ExoTIC TCGA CRC (this study)
s__Aster yellows witches'-broom phytoplasma,0,Ours,ExoTIC TCGA CRC (this study)
s__Ateline alphaherpesvirus 1,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Atlantibacter hermannii,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Atopobium parvulum,0.06424581,Ours,ExoTIC TCGA CRC (this study)
s__Aurantimicrobium minutum,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Aurantimicrobium sp. MWH-Mo1,0.053072626,Ours,ExoTIC TCGA CRC (this study)
s__Auraticoccus monumenti,0.148044693,Ours,ExoTIC TCGA CRC (this study)
s__Aureimonas sp. AU20,0.081005587,Ours,ExoTIC TCGA CRC (this study)
s__Aureitalea sp. RR4-38,0.586592179,Ours,ExoTIC TCGA CRC (this study)
s__Aureococcus anophagefferens virus,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Auricoccus indicus,0.058659218,Ours,ExoTIC TCGA CRC (this study)
s__Auritidibacter sp. NML130574,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Austwickia chelonae,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Autographa californica multiple nucleopolyhedrovirus,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Aves polyomavirus 1,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Avian carcinoma virus,0,Ours,ExoTIC TCGA CRC (this study)
s__Avian myeloblastosis virus,0,Ours,ExoTIC TCGA CRC (this study)
s__Avian myelocytomatosis virus,0,Ours,ExoTIC TCGA CRC (this study)
s__Avian orthoreovirus,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Azorhizobium caulinodans,0.078212291,Ours,ExoTIC TCGA CRC (this study)
s__Azotobacter chroococcum,0.041899441,Ours,ExoTIC TCGA CRC (this study)
s__Azotobacter salinestris,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Azotobacter vinelandii,0.067039106,Ours,ExoTIC TCGA CRC (this study)
s__Babesia bigemina,0.994413408,Ours,ExoTIC TCGA CRC (this study)
s__Babesia bovis,0.779329609,Ours,ExoTIC TCGA CRC (this study)
s__Babesia microti,0.689944134,Ours,ExoTIC TCGA CRC (this study)
s__Bacillaceae bacterium C02,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Bacillaceae bacterium C05,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Bacillaceae bacterium TKL69,0.058659218,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus aerophilus,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus albus,0.5,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus altitudinis,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus amyloliquefaciens,0.06424581,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus anthracis,0.081005587,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus aryabhattai,0.11452514,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus asahii,0.072625698,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus atrophaeus,1,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus beveridgei,0.555865922,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus bombysepticus,0,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus butanolivorans,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus cellulosilyticus,0.097765363,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus cereus,0.994413408,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus ciccensis,0.251396648,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus circulans,0.05027933,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus clausii,0.047486034,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus coagulans,0.142458101,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus cohnii,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus cytotoxicus,0.039106145,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus filamentosus,0.069832402,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus flexus,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus foraminis,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus freudenreichii,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus glycinifermentans,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus gobiensis,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus halodurans,0.237430168,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus halotolerans,0.089385475,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus horikoshii,0.150837989,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus infantis,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus jeotgali,0.089385475,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus kochii,0.036312849,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus krulwichiae,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus lehensis,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus lentus,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus licheniformis,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus litoralis,0.06424581,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus luti,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus marisflavi,0.019553073,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus megaterium,1,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus mesonae,0.899441341,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus methanolicus,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus mobilis,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus muralis,0.01396648,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus mycoides,0.156424581,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus oceanisediminis,0.092178771,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus paralicheniformis,0.030726257,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus paranthracis,0.011173184,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus phage BCD7,0,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus phage Eldridge,0,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus phage Phrodo,0,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus phage SageFayge,0,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus phage SP-10,0,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus phage SPP1,0,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus phage vB_BanS-Tsamsa,0.033519553,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus pseudofirmus,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus pseudomycoides,0.134078212,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus pumilus,0.108938547,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus safensis,0.027932961,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus simplex,0.097765363,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus smithii,0.044692737,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus sonorensis,0.022346369,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus sp. 1NLA3E,0.016759777,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus sp. 275,0.002793296,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus sp. ABP14,0.005586592,Ours,ExoTIC TCGA CRC (this study)
s__Bacillus sp. AK13,0.005586592,Ours,ExoTIC TCGA CRC (this study)
