"","Overall"
"s__Pseudomonas.sp..ADAK2",0
"s__Pseudomonas.sp..ADAK21",0
"s__Pseudomonas.sp..ADAK22",0
"s__Pseudomonas.sp..ADPe",0
"s__Pseudomonas.sp..AN.B15",0
"s__Pseudomonas.sp..AO.1",0
"s__Pseudomonas.sp..ATCC.13867",0
"s__Pseudomonas.sp..ATCC.43928",0
"s__Pseudomonas.sp..B10",0
"s__Pseudomonas.sp..B11D7D",1.1473592285789
"s__Pseudomonas.sp..B14.6",0
"s__Pseudomonas.sp..BIGb0427",0
"s__Pseudomonas.sp..BIOMIG1BAC",0
"s__Pseudomonas.sp..BJP69",0
"s__Pseudomonas.sp..bs2935",0
"s__Pseudomonas.sp..C27.2019.",0.194384140766187
"s__Pseudomonas.sp..Cab53",0
"s__Pseudomonas.sp..CC6.YY.74",0
"s__Pseudomonas.sp..CCOS.191",0
"s__Pseudomonas.sp..CFA",0
"s__Pseudomonas.sp..CFSAN084952",0
"s__Pseudomonas.sp..CMR12a",0
"s__Pseudomonas.sp..CMR5c",0
"s__Pseudomonas.sp..Colony2",0
"s__Pseudomonas.sp..COR54",0
"s__Pseudomonas.sp..COW39",0
"s__Pseudomonas.sp..COW40",2.04193731055776
"s__Pseudomonas.sp..COW77",0
"s__Pseudomonas.sp..CT14",0
"s__Pseudomonas.sp..DG56.2",0
"s__Pseudomonas.sp..DR.5.09",0
"s__Pseudomonas.sp..DR208",0
"s__Pseudomonas.sp..DTU12.1",0
"s__Pseudomonas.sp..DTU12.3",0
"s__Pseudomonas.sp..DY.1",0
"s__Pseudomonas.sp..Eqa60",0
"s__Pseudomonas.sp..FDAARGOS_380",0
"s__Pseudomonas.sp..FDAARGOS_761",0
"s__Pseudomonas.sp..FGI182",0
"s__Pseudomonas.sp..FIT28",0
"s__Pseudomonas.sp..gcc21",0
"s__Pseudomonas.sp..GLE121",0
"s__Pseudomonas.sp..GR.6.02",0
"s__Pseudomonas.sp..HLS.6",0
"s__Pseudomonas.sp..IB20",0
"s__Pseudomonas.sp..IzPS59",0
"s__Pseudomonas.sp..J380",0
"s__Pseudomonas.sp..JS425",0
"s__Pseudomonas.sp..JY.Q",0
"s__Pseudomonas.sp..K.62",0
"s__Pseudomonas.sp..K2W31S.8",0
"s__Pseudomonas.sp..KUIN.1",0
"s__Pseudomonas.sp..LAB.08",0
"s__Pseudomonas.sp..LBUM920",0
"s__Pseudomonas.sp..Leaf58",0
"s__Pseudomonas.sp..LG1D9",0
"s__Pseudomonas.sp..LG1E9",0
"s__Pseudomonas.sp..LH1G9",0
"s__Pseudomonas.sp..LM8",0
"s__Pseudomonas.sp..LPB0260",0
"s__Pseudomonas.sp..LPH1",0
"s__Pseudomonas.sp..LTGT.11.2Z",0
"s__Pseudomonas.sp..LTJR.52",0
"s__Pseudomonas.sp..Lz4W",0
"s__Pseudomonas.sp..M30.35",0
"s__Pseudomonas.sp..MPC6",0
"s__Pseudomonas.sp..MPDS",0
"s__Pseudomonas.sp..MRSN12121",0
"s__Pseudomonas.sp..MSPm1",0
"s__Pseudomonas.sp..MTM4",0
"s__Pseudomonas.sp..MYb193",0
"s__Pseudomonas.sp..NC02",0
"s__Pseudomonas.sp..NIBRBAC000502773",0
"s__Pseudomonas.sp..NS1.2017.",0
"s__Pseudomonas.sp..OE.28.3",0.888019717106613
"s__Pseudomonas.sp..OE.48.2",0
"s__Pseudomonas.sp..OIL.1",0
"s__Pseudomonas.sp..Os17",0
"s__Pseudomonas.sp..OST1909",0
"s__Pseudomonas.sp..Ost2",0
"s__Pseudomonas.sp..Pc102",0
"s__Pseudomonas.sp..PDNC002",0
"s__Pseudomonas.sp..PGSB.8459",0
"s__Pseudomonas.sp..phDV1",0
"s__Pseudomonas.sp..PONIH3",0
"s__Pseudomonas.sp..PP3",0
"s__Pseudomonas.sp..R1.43.08",0
"s__Pseudomonas.sp..R11.23.07",0
"s__Pseudomonas.sp..R2.37.08W",0
"s__Pseudomonas.sp..R2.60.08W",0
"s__Pseudomonas.sp..R2.7.07",0
"s__Pseudomonas.sp..R2A2",0
"s__Pseudomonas.sp..R3.18.08",0
"s__Pseudomonas.sp..R3.52.08",0
"s__Pseudomonas.sp..R32",0
"s__Pseudomonas.sp..R4.34.07",0
"s__Pseudomonas.sp..R4.35.07",0
"s__Pseudomonas.sp..R4.39.08",0
"s__Pseudomonas.sp..R5.89.07",0
"s__Pseudomonas.sp..R76",0
"s__Pseudomonas.sp..R84",0
"s__Pseudomonas.sp..RC3H12",0.0292142954899999
"s__Pseudomonas.sp..RD8MR3",0
"s__Pseudomonas.sp..RtIB026",0
"s__Pseudomonas.sp..RU47",0
"s__Pseudomonas.sp..RW10S1",0.479454638096912
"s__Pseudomonas.sp..RW8P3",0
"s__Pseudomonas.sp..RW9S1A",0
"s__Pseudomonas.sp..S.6.2",0
"s__Pseudomonas.sp..S07E.245",0
"s__Pseudomonas.sp..S09G.359",0
"s__Pseudomonas.sp..S11A.273",0
"s__Pseudomonas.sp..S150",0
"s__Pseudomonas.sp..s211.2017.",0
"s__Pseudomonas.sp..S34",0
"s__Pseudomonas.sp..S35",0
"s__Pseudomonas.sp..S49",0
"s__Pseudomonas.sp..SCA2728.1_7",0
"s__Pseudomonas.sp..SCB32",0
"s__Pseudomonas.sp..SDM007",0
"s__Pseudomonas.sp..Seg1",0
"s__Pseudomonas.sp..SGAir0191",3.88857775941325
"s__Pseudomonas.sp..SK",0
"s__Pseudomonas.sp..SK2",0
"s__Pseudomonas.sp..SK3.2021.",0
"s__Pseudomonas.sp..SNU.WT1",0
"s__Pseudomonas.sp..So3.2b",0
"s__Pseudomonas.sp..SORT22",0
"s__Pseudomonas.sp..St29",0
"s__Pseudomonas.sp..St290",0
"s__Pseudomonas.sp..St316",0.406411076972715
"s__Pseudomonas.sp..St386",0
"s__Pseudomonas.sp..StFLB209",0
"s__Pseudomonas.sp..SW.3",0
"s__Pseudomonas.sp..SWI36",0
"s__Pseudomonas.sp..SWI44",0
"s__Pseudomonas.sp..SWI6",0
"s__Pseudomonas.sp..SWI7",0
"s__Pseudomonas.sp..SWRI108",0
"s__Pseudomonas.sp..SWRI123",0
"s__Pseudomonas.sp..SWRI126",0
"s__Pseudomonas.sp..SWRI132",0
"s__Pseudomonas.sp..SWRI145",0
"s__Pseudomonas.sp..SWRI17",0
"s__Pseudomonas.sp..SWRI52",0
"s__Pseudomonas.sp..SWRI54",0
"s__Pseudomonas.sp..SWRI65",0
"s__Pseudomonas.sp..SXM.1",0
"s__Pseudomonas.sp..TCU.HL1",0
"s__Pseudomonas.sp..THAF7b",0
"s__Pseudomonas.sp..TKP",0
"s__Pseudomonas.sp..TMW.2.1634",0
"s__Pseudomonas.sp..Tri1",0
"s__Pseudomonas.sp..TUM18999",0
"s__Pseudomonas.sp..URMO17WK12.I11",0
"s__Pseudomonas.sp..UW4",0
"s__Pseudomonas.sp..VLB120",0
"s__Pseudomonas.sp..WCS374",0
"s__Pseudomonas.sp..XWY.1",0
"s__Pseudomonas.sp..Y39.6",0
"s__Pseudomonas.sp..Z003.0.4C.8344.21.",0
"s__Pseudomonas.sp..ZA.5.3",0
"s__Pseudomonas.stutzeri",0
"s__Pseudomonas.synxantha",0
"s__Pseudomonas.syringae",0
"s__Pseudomonas.syringae.group.genomosp..3",0
"s__Pseudomonas.taetrolens",0
"s__Pseudomonas.taiwanensis",0
"s__Pseudomonas.thivervalensis",0
"s__Pseudomonas.tolaasii",14.272382968617
"s__Pseudomonas.toyotomiensis",0
"s__Pseudomonas.trivialis",0
"s__Pseudomonas.umsongensis",0
"s__Pseudomonas.vancouverensis",0
"s__Pseudomonas.veronii",0
"s__Pseudomonas.versuta",0
"s__Pseudomonas.viciae",0
"s__Pseudomonas.viridiflava",0.0353521233663388
"s__Pseudomonas.virus.119X",0
"s__Pseudomonas.virus.17A",0
"s__Pseudomonas.virus.22PfluR64PP",0
"s__Pseudomonas.virus.Ab05",0
"s__Pseudomonas.virus.Ab19",0
"s__Pseudomonas.virus.Achelous",0
"s__Pseudomonas.virus.Andromeda",0
"s__Pseudomonas.virus.Bjorn",0
"s__Pseudomonas.virus.BrSP1",0
"s__Pseudomonas.virus.DP1",0
"s__Pseudomonas.virus.EL",0
"s__Pseudomonas.virus.f2",0
"s__Pseudomonas.virus.IBBPF7A",0
"s__Pseudomonas.virus.inbricus",0
"s__Pseudomonas.virus.JG024",0
"s__Pseudomonas.virus.Kakheti25",0
"s__Pseudomonas.virus.KPP21",0
"s__Pseudomonas.virus.KPP25",0
"s__Pseudomonas.virus.Lana",0
"s__Pseudomonas.virus.Littlefix",0
"s__Pseudomonas.virus.LKA1",0
"s__Pseudomonas.virus.LUZ7",0
"s__Pseudomonas.virus.MP1412",0
"s__Pseudomonas.virus.nickie",0
"s__Pseudomonas.virus.Noxifer",0
"s__Pseudomonas.virus.NP1",0
"s__Pseudomonas.virus.Pa193",0
"s__Pseudomonas.virus.PaBG",0
"s__Pseudomonas.virus.PAE1",0
"s__Pseudomonas.virus.PAKP1",0
"s__Pseudomonas.virus.PaMx11",0
"s__Pseudomonas.virus.PaMx25",0
"s__Pseudomonas.virus.PaMx28",0
"s__Pseudomonas.virus.PaMx74",0
"s__Pseudomonas.virus.Pf10",0
"s__Pseudomonas.virus.phCDa",0
"s__Pseudomonas.virus.phi6",0
"s__Pseudomonas.virus.phiNN",0
"s__Pseudomonas.virus.PMBT14",0
"s__Pseudomonas.virus.PMBT3",0
"s__Pseudomonas.virus.PMG1",0
"s__Pseudomonas.virus.PollyC",0
"s__Pseudomonas.virus.PPPL1",0
"s__Pseudomonas.virus.PPpW4",0
"s__Pseudomonas.virus.Psa374",0
"s__Pseudomonas.virus.PspYZU08",0
"s__Pseudomonas.virus.R12",0
"s__Pseudomonas.virus.shl2",0
"s__Pseudomonas.virus.SM1",0
"s__Pseudomonas.virus.TL",0
"s__Pseudomonas.virus.VCM",0
"s__Pseudomonas.virus.VSW3",0
"s__Pseudomonas.virus.ZC08",0
"s__Pseudomonas.virus.Zuri",0
"s__Pseudomonas.xanthomarina",0
"s__Pseudomonas.xinjiangensis",0
"s__Pseudomonas.yamanorum",3.31872642208948
"s__Pseudomonas.zhaodongensis",0
"s__Pseudonocardia.autotrophica",0
"s__Pseudonocardia.dioxanivorans",0
"s__Pseudonocardia.sp..CGMCC.4.1532",0.604143331796318
"s__Pseudonocardia.sp..DSM.110487",0
"s__Pseudonocardia.sp..EC080619.01",0
"s__Pseudopuniceibacterium.antarcticum",0
"s__Pseudorhizobium.banfieldiae",0
"s__Pseudorhizobium.flavum",0
"s__Pseudorhodobacter.turbinis",0
"s__Pseudorhodoplanes.sinuspersici",0
"s__Pseudothermotoga.thermarum",0
"s__Psychrobacillus.glaciei",0
"s__Psychrobacillus.sp..AK.1817",0
"s__Psychrobacillus.sp..INOP01",0
"s__Psychroserpens.sp..NJDZ02",0
"s__Psychrosphaera.aestuarii",0
"s__Psychrosphaera.sp..MTZ26",0
"s__Pukyongia.salina",0
"s__Pukyongiella.litopenaei",0
"s__Pulveribacter.suum",0.538723223494903
"s__Pusillimonas.sp..T7.7",0
"s__Pyricularia.oryzae",0.273067699589729
"s__Pyricularia.pennisetigena",0.875350781534367
"s__Pyrobaculum.aerophilum",0
"s__Pyrobaculum.arsenaticum",0
"s__Pyrobaculum.calidifontis",0
"s__Pyrobaculum.neutrophilum",7.32142165313651
"s__Pyrococcus.furiosus",0
"s__Pyrococcus.kukulkanii",0
"s__Qingshengfaniella.alkalisoli",0
"s__Qipengyuania.flava",0
"s__Qipengyuania.seohaensis",0
"s__Qipengyuania.soli",0
"s__Qipengyuania.sp..1NDH1",0
"s__Qipengyuania.sp..1XM2.8",0
"s__Radiobacillus.deserti",0
"s__Rahnella.aceris",0
"s__Rahnella.aquatilis",0
"s__Rahnella.sp..ERMR1.05",0
"s__Rahnella.sp..WMR42",0
"s__Rahnella.sp..Y9602",0
"s__Raoultella.electrica",0
"s__Raoultella.ornithinolytica",0
"s__Raoultella.sp..XY.1",0
"s__Raoultella.terrigena",0
"s__Rathayibacter.iranicus",0
"s__Rathayibacter.rathayi",0
"s__Rathayibacter.sp..VKM.Ac.2759",0
"s__Rathayibacter.sp..VKM.Ac.2762",0
"s__Rathayibacter.sp..VKM.Ac.2801",0
"s__Rathayibacter.toxicus",0
"s__Rathayibacter.tritici",0
"s__RD114.retrovirus",0
"s__Rheinheimera.sp..D18",0
"s__Rhizoctonia.solani",5.35452843963605
"s__Rhodobacter.blasticus",0
"s__Rhodobacter.capsulatus",0
"s__Rhodobacter.sp..CZR27",0
"s__Rhodobacter.sp..N10",1.3568562769094
"s__Rhodocytophaga.rosea",0
"s__Rhodoferax.antarcticus",1.26357033414465
"s__Rhodoferax.ferrireducens",0
"s__Rhodoferax.phage.P26218",0
"s__Rhodoferax.sediminis",0
"s__Rhodothermus.marinus",0.373633420958741
"s__Rhodothermus.phage.RM378",0
"s__Richelia.sinica",0
"s__Rickettsia.akari",0
"s__Rickettsia.amblyommatis",0
"s__Rickettsia.asiatica",0
"s__Rickettsia.australis",0
"s__Rickettsia.bellii",0
"s__Rickettsia.endosymbiont.of.Ixodes.scapularis",0
"s__Rickettsia.heilongjiangensis",0
"s__Rickettsia.helvetica",0
"s__Rickettsia.japonica",0
"s__Rickettsia.massiliae",0
"s__Rickettsia.montanensis",0
"s__Rickettsia.prowazekii",0
"s__Rickettsia.sibirica",0
"s__Rickettsia.tillamookensis",0
"s__Rickettsiales.endosymbiont.of.Stachyamoeba.lipophora",0
"s__Robiginitalea.biformata",0
"s__Rodentibacter.heylii",0
"s__Rodentibacter.sp..DSM.111151",0
"s__Romboutsia.ilealis",0.887413147646584
"s__Roseibacterium.elongatum",0
"s__Roseiflexus.castenholzii",0
"s__Roseivivax.sp..THAF197b",0
"s__Roseivivax.sp..THAF30",0
"s__Roseobacter.denitrificans",0
"s__Roseobacter.litoralis",0
"s__Roseobacter.ponti",0
"s__Roseococcus.sp..NIBR12",1.87302096855033
"s__Roseomonas.gilardii",0
"s__Roseomonas.mucosa",0
"s__Roseomonas.sp..1318",0
"s__Roseomonas.sp..546",0
"s__Roseomonas.sp..FDAARGOS_362",0
"s__Roseovarius.faecimaris",0
"s__Roseovarius.mucosus",0
"s__Roseovarius.sp..SCSIO.43702",0
"s__Roseovarius.sp..THAF27",0
"s__Roseovarius.sp..THAF8",0
"s__Roseovarius.sp..THAF9",0
"s__Rosistilla.carotiformis",0
"s__Rosistilla.oblonga",0
"s__Rosistilla.ulvae",0
"s__Rossellomorea.marisflavi",0
"s__Rothia.dentocariosa",0
"s__Rothia.kristinae",0
"s__Rothia.mucilaginosa",0.434583067236796
"s__Rothia.sp..ZJ932",0
"s__Rothia.terrae",0.164492501359009
"s__Rouxiella.badensis",0
"s__Royal.Farm.virus",0
"s__Ruania.alkalisoli",0
"s__Ruania.sp..HY168",0
"s__Rubripirellula.lacrimiformis",0
"s__Rubrivivax.gelatinosus",2.02936380263662
"s__Rubrobacter.sp..SCSIO.52909",1.87634152734708
"s__Ruegeria.pomeroyi",0
"s__Ruegeria.sp..AD91A",0
"s__Rufibacter.sp..DG15C",8.81264443257474
"s__Rufibacter.tibetensis",0
"s__Rugosibacter.aromaticivorans",0
"s__Ruminiclostridium.cellulolyticum",0
"s__Ruminococcus.albus",0
"s__Ruminococcus.bicirculans",0
"s__Ruminococcus.champanellensis",0
"s__Ruminococcus.sp..JE7A12",0
"s__Saccharomonospora.cyanea",0
"s__Saccharomonospora.marina",0
"s__Saccharomyces.20S.RNA.narnavirus",0
"s__Saccharomyces.cerevisiae",0
"s__Saccharomyces.eubayanus",0
"s__Saccharopolyspora.pogona",0
"s__Saccharopolyspora.sp..ASAGF58",0
"s__Saccharospirillum.mangrovi",0
"s__Saccharothrix.sp..6.C",0
"s__Sagittula.sp..P11",0
"s__Salegentibacter.salegens",0
"s__Salegentibacter.sp..T436",0
"s__Salicibibacter.cibarius",0
"s__Salicibibacter.cibi",0
"s__Salinarchaeum.sp..Harcht.Bsk1",0
"s__Salinarchaeum.sp..IM2453",0
"s__Salinibacter.ruber",0
"s__Salinigranum.rubrum",0
"s__Salinimonas.lutimaris",0
"s__Salinimonas.marina",0
"s__Salinispora.arenicola",0
"s__Salinispora.tropica",0
"s__Salinivibrio.costicola",0
"s__Salinivibrio.kushneri",0
"s__Salinivibrio.sp..YCSC6",0
"s__Salinivirga.cyanobacteriivorans",0
"s__Salipiger.abyssi",0
"s__Salipiger.pacificus",0
"s__Salipiger.sp..CCB.MM3",0
"s__Salmonella.bongori",0
"s__Salmonella.enterica",0.603840504922909
"s__Salmonella.phage.SAP012",0
"s__Salmonella.sp.",0
"s__Salmonella.sp..SJTUF14178",0
"s__Salmonella.virus.Lumpael",0
"s__Salmonella.virus.Sasha",0
"s__Sandaracinus.amylolyticus",0
"s__Sandaracinus.sp.",0
"s__Sanguibacter.sp..HDW7",0
"s__Saprospira.grandis",0
"s__Scandinavium.goeteborgense",0
"s__Scardovia.inopinata",0
"s__Schaalia.cardiffensis",0
"s__Schaalia.meyeri",0
"s__Scheffersomyces.stipitis",3.62680238060007
"s__Schizosaccharomyces.pombe",3.74633624979832
"s__Schleiferilactobacillus.harbinensis",0
"s__Sebaldella.termitidis",0
"s__secondary.endosymbiont.of.Ctenarytaina.eucalypti",0
"s__secondary.endosymbiont.of.Heteropsylla.cubana",0
"s__Secundilactobacillus.paracollinoides",0
"s__Sedimenticola.thiotaurini",0
"s__Sedimentisphaera.cyanobacteriorum",0
"s__Sedimentisphaera.salicampi",0
"s__Sediminibacillus.sp..DP4.553.S",0
"s__Sediminicola.sp..YIK13",0
"s__Sediminispirochaeta.smaragdinae",0
"s__Selenomonas.ruminantium",0.948644018031956
"s__Seonamhaeicola.sp..S2.3",0
"s__Serinicoccus.chungangensis",0
"s__Serinicoccus.hydrothermalis",0
"s__Serinicoccus.marinus",0
"s__Serpentinomonas.raichei",0
"s__Serratia.fonticola",0
"s__Serratia.grimesii",3.27492454157901
"s__Serratia.inhibens",0
"s__Serratia.odorifera",0
"s__Serratia.rhizosphaerae",0
"s__Serratia.sp..1D1416",0
"s__Serratia.sp..3ACOL1",0
"s__Serratia.sp..CMO1",0
"s__Serratia.sp..FDAARGOS_506",0
"s__Serratia.sp..FGI94",0
"s__Serratia.sp..JKS000199",0
"s__Serratia.sp..P2ACOL2",0
"s__Serratia.sp..SCBI",0
"s__Serratia.sp..Tan611",0
"s__Serratia.surfactantfaciens",0
"s__Serratia.ureilytica",0
"s__Serratia.virus.BF",0
"s__Serratia.virus.Moabite",0
"s__Shamonda.orthobunyavirus",0
"s__Shewanella.aestuarii",0
"s__Shewanella.algae",0
"s__Shewanella.amazonensis",0
"s__Shewanella.benthica",0
"s__Shewanella.bicestrii",0
"s__Shewanella.carassii",0
"s__Shewanella.chilikensis",0
"s__Shewanella.decolorationis",0
"s__Shewanella.denitrificans",0
"s__Shewanella.dokdonensis",0
"s__Shewanella.donghaensis",0
"s__Shewanella.frigidimarina",0
"s__Shewanella.halifaxensis",0
"s__Shewanella.indica",0
"s__Shewanella.japonica",0
"s__Shewanella.khirikhana",0
"s__Shewanella.litorisediminis",0
"s__Shewanella.livingstonensis",0
"s__Shewanella.loihica",0
"s__Shewanella.marisflavi",0
"s__Shewanella.maritima",0
"s__Shewanella.oneidensis",0
"s__Shewanella.piezotolerans",0
"s__Shewanella.psychrophila",0
"s__Shewanella.putrefaciens",0
"s__Shewanella.sediminis",0
"s__Shewanella.sp..ANA.3",0
"s__Shewanella.sp..Arc9.LZ",0
"s__Shewanella.sp..FDAARGOS_354",0
"s__Shewanella.sp..FJAT.51649",0
"s__Shewanella.sp..FJAT.51754",0
"s__Shewanella.sp..FJAT.51860",0
"s__Shewanella.sp..FJAT.52072",0
"s__Shewanella.sp..FJAT.52076",0
"s__Shewanella.sp..FJAT.52962",0
"s__Shewanella.sp..FJAT.53555",0
"s__Shewanella.sp..FJAT.53681",0
"s__Shewanella.sp..FJAT.53720",0
"s__Shewanella.sp..FJAT.53726",0
"s__Shewanella.sp..FJAT.53749",0
"s__Shewanella.sp..FJAT.53764",0
"s__Shewanella.sp..KX20019",0
"s__Shewanella.sp..LZH.2",0
"s__Shewanella.sp..M2",0
"s__Shewanella.sp..MEBiC00475",0
"s__Shewanella.sp..MR.4",0
"s__Shewanella.sp..MR.7",0
"s__Shewanella.sp..Pdp11",0
"s__Shewanella.sp..Scap07",0
"s__Shewanella.sp..SNU.WT4",0
"s__Shewanella.sp..W3.18.1",0
"s__Shewanella.sp..WPAGA9",0
"s__Shewanella.sp..YLB.06",0
"s__Shewanella.sp..YLB.08",0
"s__Shewanella.violacea",0
"s__Shewanella.woodyi",0
"s__Shigella.boydii",0
"s__Shigella.dysenteriae",0
"s__Shigella.flexneri",0
"s__Shigella.sonnei",0
"s__Shigella.virus.Sb1",0
"s__Shinella.sp..HZN7",0
"s__Shinella.sp..PSBB067",0
"s__Siansivirga.zeaxanthinifaciens",0
"s__Sideroxydans.lithotrophicus",0
"s__Sieqvirus.S42C7",0
"s__Silicimonas.algicola",0
"s__Silvanigrella.aquatica",0.585716919092719
"s__Simiduia.agarivorans",0
"s__Singulisphaera.acidiphila",0
"s__Sinimarinibacterium.sp..NLF.5.8",0
"s__Sinomonas.sp..R1AF57",0
"s__Sinorhizobium.americanum",0
"s__Sinorhizobium.fredii",0
"s__Sinorhizobium.medicae",0
"s__Sinorhizobium.sp..CCBAU.05631",0
"s__Sinorhizobium.sp..M14",0
"s__Sinorhizobium.virus.ort11",0
"s__Sneathia.vaginalis",0
"s__Snyder.Theilen.feline.sarcoma.virus",0
"s__Sodalis.praecaptivus",0
"s__Sodalis.sp..dw_23",0
"s__Solibacillus.silvestris",0
"s__Solibacillus.sp..R5.41",0
"s__Solibaculum.mannosilyticum",0
"s__Sorangium.cellulosum",1.05247724210257
"s__Spartinivicinus.ruber",0
"s__Sphaerospermopsis.kisseleviana",0
"s__Sphaerospermopsis.torques.reginae",0
"s__Sphaerotilus.natans",0.574373754137225
"s__Sphingobacterium.daejeonense",0
"s__Sphingobacterium.hotanense",0
"s__Sphingobacterium.lactis",0
"s__Sphingobacterium.mizutaii",0
"s__Sphingobacterium.multivorum",0
"s__Sphingobacterium.psychroaquaticum",0
"s__Sphingobacterium.siyangense",0
"s__Sphingobacterium.sp..21",0
"s__Sphingobacterium.sp..B29",0
"s__Sphingobacterium.sp..CZ.2",0
"s__Sphingobacterium.sp..dk4302",0
"s__Sphingobacterium.sp..DR205",0
"s__Sphingobacterium.sp..G1.14",0
"s__Sphingobacterium.sp..ML3W",0
"s__Sphingobacterium.sp..UDSM.2020",0
"s__Sphingobacterium.spiritivorum",0
"s__Sphingobacterium.thalpophilum",0
"s__Sphingomonas.alpina",0
"s__Sphingomonas.daechungensis",0.463078913779522
"s__Sphingomonas.ginsengisoli.An.et.al..2013",0
"s__Sphingomonas.hengshuiensis",0
"s__Sphingomonas.insulae",0
"s__Sphingomonas.koreensis",0
"s__Sphingomonas.lacunae",1.72045961471065
"s__Sphingomonas.lutea",0
"s__Sphingomonas.melonis",0
"s__Sphingomonas.panacis",0
"s__Sphingomonas.panacisoli",0
"s__Sphingomonas.paucimobilis",0
"s__Sphingomonas.piscis",0
"s__Sphingomonas.rhizophila",0
"s__Sphingomonas.sabuli",0
"s__Sphingomonas.sanguinis",0
"s__Sphingomonas.sanxanigenens",0
"s__Sphingomonas.sediminicola",0
"s__Sphingomonas.sinipercae",0
"s__Sphingomonas.sp.",0
"s__Sphingomonas.sp..A1",0
"s__Sphingomonas.sp..AAP5",0
"s__Sphingomonas.sp..AP4.R1",0
"s__Sphingomonas.sp..C33",0
"s__Sphingomonas.sp..C8.2",0
"s__Sphingomonas.sp..CL5.1",0
"s__Sphingomonas.sp..Cra20",0
"s__Sphingomonas.sp..DH.S5",0
"s__Sphingomonas.sp..ERG5",0
"s__Sphingomonas.sp..FARSPH",0
"s__Sphingomonas.sp..HDW15A",0
"s__Sphingomonas.sp..HMP6",0
"s__Sphingomonas.sp..HMP9",0
"s__Sphingomonas.sp..IC081",0
"s__Sphingomonas.sp..JE1",0
"s__Sphingomonas.sp..KC8",0
"s__Sphingomonas.sp..LK11",0
"s__Sphingomonas.sp..LM7",0
"s__Sphingomonas.sp..LMO.1",0
"s__Sphingomonas.sp..MK52",0
"s__Sphingomonas.sp..MM.1",0
"s__Sphingomonas.sp..NBWT7",0
"s__Sphingomonas.sp..NIC1",0
"s__Sphingomonas.sp..PAMC26645",0.523577617227002
"s__Sphingomonas.sp..SH",0
"s__Sphingomonas.sp..XS.10",0
"s__Sphingomonas.sp..YZ.8",1.8951698887892
"s__Sphingomonas.taxi",0
"s__Sphingomonas.wittichii",0
"s__Sphingomonas.xanthus",0
"s__Sphingorhabdus.lacus",1.98066123382638
"s__Sphingorhabdus.sp..M41",0
"s__Sphingorhabdus.sp..SMR4y",0
"s__Sphingorhabdus.sp..YGSMI21",0
"s__Sphingosinithalassobacter.sp..CS137",0
"s__Sphingosinithalassobacter.sp..zrk23",0
"s__Spiribacter.curvatus",0
"s__Spiribacter.salinus",0
"s__Spiribacter.sp..2438",0
"s__Spiroplasma.alleghenense",0
"s__Spiroplasma.apis",0
"s__Spiroplasma.cantharicola",0
"s__Spiroplasma.chinense",0
"s__Spiroplasma.chrysopicola",0
"s__Spiroplasma.citri",0
"s__Spiroplasma.clarkii",0
"s__Spiroplasma.corruscae",0
"s__Spiroplasma.culicicola",0
"s__Spiroplasma.diminutum",0
"s__Spiroplasma.floricola",0
"s__Spiroplasma.gladiatoris",0
"s__Spiroplasma.helicoides",0
"s__Spiroplasma.kunkelii",0
"s__Spiroplasma.melliferum",0
